"method","f","Tt","replica","rmse_lambda1"
"pg_apf","quadratic",1600,104,0.364011308295228
"sir_laplace","quadratic",1600,104,0.365364468399614
"sir_collapsed","quadratic",1600,104,0.362820567430834
"stan","quadratic",1600,104,0.366431855111361
"montoril","sinusoidal",1600,104,0.404474854037046
"pg_apf","sinusoidal",1600,104,0.389063704942358
"sir_laplace","sinusoidal",1600,104,0.393844923709022
"sir_collapsed","sinusoidal",1600,104,0.394707810578432
"stan","sinusoidal",1600,104,0.396401567504804
"montoril","constant",200,105,0.744592335518641
"pg_apf","constant",200,105,0.745596714743929
"sir_laplace","constant",200,105,0.746074399599523
"sir_collapsed","constant",200,105,0.744332027905008
"stan","constant",200,105,0.745708962526137
"montoril","linear",200,105,0.282778705231325
"pg_apf","linear",200,105,0.284677011690885
"sir_laplace","linear",200,105,0.286696978531929
"sir_collapsed","linear",200,105,0.294627805224177
"stan","linear",200,105,0.278781897415286
"montoril","quadratic",200,105,0.28238138196807
"pg_apf","quadratic",200,105,0.286265822521823
"sir_laplace","quadratic",200,105,0.292174783955688
"sir_collapsed","quadratic",200,105,0.298058778327242
"stan","quadratic",200,105,0.286767463497092
"montoril","sinusoidal",200,105,0.276096482430968
"pg_apf","sinusoidal",200,105,0.265929628907681
"sir_laplace","sinusoidal",200,105,0.272093475325596
"sir_collapsed","sinusoidal",200,105,0.285740459334869
"stan","sinusoidal",200,105,0.267203684972561
"montoril","constant",400,105,0.685098977376331
"pg_apf","constant",400,105,0.679047208307474
"sir_laplace","constant",400,105,0.674328170694898
"sir_collapsed","constant",400,105,0.667764005032011
"stan","constant",400,105,0.679394269879212
"montoril","linear",400,105,0.377819494434356
"pg_apf","linear",400,105,0.369061192904653
"sir_laplace","linear",400,105,0.363718463948705
"sir_collapsed","linear",400,105,0.367100203084768
"stan","linear",400,105,0.368678532324693
"montoril","quadratic",400,105,0.373560214028716
"pg_apf","quadratic",400,105,0.36818999995463
"sir_laplace","quadratic",400,105,0.364511786496214
"sir_collapsed","quadratic",400,105,0.37023284495973
"stan","quadratic",400,105,0.365818375863685
"montoril","sinusoidal",400,105,0.448173916889583
"pg_apf","sinusoidal",400,105,0.443051303243033
"sir_laplace","sinusoidal",400,105,0.443159833869932
"sir_collapsed","sinusoidal",400,105,0.447371259916233
"stan","sinusoidal",400,105,0.450716068990423
"montoril","constant",800,105,0.556138121149148
"pg_apf","constant",800,105,0.550355776023702
"sir_laplace","constant",800,105,0.550259763944783
"sir_collapsed","constant",800,105,0.551298439655811
"stan","constant",800,105,0.55045462517661
"montoril","linear",800,105,0.341172588395431
"pg_apf","linear",800,105,0.345202609372876
"sir_laplace","linear",800,105,0.348404927599932
"sir_collapsed","linear",800,105,0.347770587644809
"stan","linear",800,105,0.346677011323002
"montoril","quadratic",800,105,0.360452533232004
"pg_apf","quadratic",800,105,0.352818938458623
"sir_laplace","quadratic",800,105,0.35489582648181
"sir_collapsed","quadratic",800,105,0.359296000270915
"stan","quadratic",800,105,0.355044392312477
"montoril","sinusoidal",800,105,0.371796289855215
"pg_apf","sinusoidal",800,105,0.362998187215565
"sir_laplace","sinusoidal",800,105,0.36691485803198
"sir_collapsed","sinusoidal",800,105,0.370201145703152
"stan","sinusoidal",800,105,0.36051744040258
"montoril","constant",1600,105,0.48357836045223
"pg_apf","constant",1600,105,0.483155187049365
"sir_laplace","constant",1600,105,0.484712783377254
"sir_collapsed","constant",1600,105,0.485615295034165
"stan","constant",1600,105,0.483594861877333
"montoril","linear",1600,105,0.34960071423782
"pg_apf","linear",1600,105,0.350799630358747
"sir_laplace","linear",1600,105,0.352156421984319
"sir_collapsed","linear",1600,105,0.355035798493424
"stan","linear",1600,105,0.350975935781427
"montoril","quadratic",1600,105,0.377060741631048
"pg_apf","quadratic",1600,105,0.365282863946565
"sir_laplace","quadratic",1600,105,0.368788518873534
"sir_collapsed","quadratic",1600,105,0.367932692940408
"stan","quadratic",1600,105,0.368739271913586
"montoril","sinusoidal",1600,105,0.398887163447361
"pg_apf","sinusoidal",1600,105,0.385315143898743
"sir_laplace","sinusoidal",1600,105,0.38751569383844
"sir_collapsed","sinusoidal",1600,105,0.390042059604492
"stan","sinusoidal",1600,105,0.385172584650424
"montoril","constant",200,106,0.701118704833968
"pg_apf","constant",200,106,0.698996164595822
"sir_laplace","constant",200,106,0.703584482828377
"sir_collapsed","constant",200,106,0.703462582630639
"stan","constant",200,106,0.700175772924353
"montoril","linear",200,106,0.379426603941002
"pg_apf","linear",200,106,0.377234848941795
"sir_laplace","linear",200,106,0.382827733015942
"sir_collapsed","linear",200,106,0.392298058154761
"stan","linear",200,106,0.379921066122092
"montoril","quadratic",200,106,0.38704286526485
"pg_apf","quadratic",200,106,0.388457808551184
"sir_laplace","quadratic",200,106,0.389698884208293
"sir_collapsed","quadratic",200,106,0.396545674043354
"stan","quadratic",200,106,0.390475342255063
"montoril","sinusoidal",200,106,0.389989383492223
"pg_apf","sinusoidal",200,106,0.385050673743886
"sir_laplace","sinusoidal",200,106,0.387980210718503
"sir_collapsed","sinusoidal",200,106,0.398637924913544
"stan","sinusoidal",200,106,0.383811527930917
"montoril","constant",400,106,0.622574803020445
"pg_apf","constant",400,106,0.625286598246405
"sir_laplace","constant",400,106,0.624784306832791
"sir_collapsed","constant",400,106,0.626555992619672
"stan","constant",400,106,0.623592106322495
"montoril","linear",400,106,0.268027658172372
"pg_apf","linear",400,106,0.280108289828657
"sir_laplace","linear",400,106,0.284377937694938
"sir_collapsed","linear",400,106,0.286329884484017
"stan","linear",400,106,0.27887153934531
"montoril","quadratic",400,106,0.321500265569689
"pg_apf","quadratic",400,106,0.301916550417578
"sir_laplace","quadratic",400,106,0.303108311651695
"sir_collapsed","quadratic",400,106,0.308129182055395
"stan","quadratic",400,106,0.302786921905186
"montoril","sinusoidal",400,106,0.315745078822402
"pg_apf","sinusoidal",400,106,0.322659983757813
"sir_laplace","sinusoidal",400,106,0.321900611973172
"sir_collapsed","sinusoidal",400,106,0.332704373325482
"stan","sinusoidal",400,106,0.319771605847112
"montoril","constant",800,106,0.521003323652423
"pg_apf","constant",800,106,0.519111284140701
"sir_laplace","constant",800,106,0.520714396760842
"sir_collapsed","constant",800,106,0.523677515734617
"stan","constant",800,106,0.522326979924157
"montoril","linear",800,106,0.314978078102338
"pg_apf","linear",800,106,0.316497585176052
"sir_laplace","linear",800,106,0.318867297197563
"sir_collapsed","linear",800,106,0.322954017035187
"stan","linear",800,106,0.316789138929901
"montoril","quadratic",800,106,0.301998994337391
"pg_apf","quadratic",800,106,0.299515278804878
"sir_laplace","quadratic",800,106,0.305826978484961
"sir_collapsed","quadratic",800,106,0.308935112689359
"stan","quadratic",800,106,0.30437076021166
"montoril","sinusoidal",800,106,0.346403287794186
"pg_apf","sinusoidal",800,106,0.341120404088884
"sir_laplace","sinusoidal",800,106,0.348048828618702
"sir_collapsed","sinusoidal",800,106,0.353158635165577
"stan","sinusoidal",800,106,0.34660950481656
"montoril","constant",1600,106,0.451539120736072
"pg_apf","constant",1600,106,0.449876580027373
"sir_laplace","constant",1600,106,0.451318606994279
"sir_collapsed","constant",1600,106,0.453395632709186
"stan","constant",1600,106,0.452603384949707
"montoril","linear",1600,106,0.30464359949824
"pg_apf","linear",1600,106,0.294969815348114
"sir_laplace","linear",1600,106,0.302773977496094
"sir_collapsed","linear",1600,106,0.303814469206701
"stan","linear",1600,106,0.299559065560291
"montoril","quadratic",1600,106,0.295901279624515
"pg_apf","quadratic",1600,106,0.294053996230702
"sir_laplace","quadratic",1600,106,0.2971488873225
"sir_collapsed","quadratic",1600,106,0.300102281984074
"stan","quadratic",1600,106,0.293736168218958
"montoril","sinusoidal",1600,106,0.320164341791465
"pg_apf","sinusoidal",1600,106,0.319169431558634
"sir_laplace","sinusoidal",1600,106,0.322882649432128
"sir_collapsed","sinusoidal",1600,106,0.326706174910399
"stan","sinusoidal",1600,106,0.324767903880675
"montoril","constant",200,107,0.714113325670734
"pg_apf","constant",200,107,0.726232485341278
"sir_laplace","constant",200,107,0.715595315574369
"sir_collapsed","constant",200,107,0.710139614635592
"stan","constant",200,107,0.719075901701706
"montoril","linear",200,107,0.4329378761614
"pg_apf","linear",200,107,0.435896679472933
"sir_laplace","linear",200,107,0.427841752756863
"sir_collapsed","linear",200,107,0.428072213325428
"stan","linear",200,107,0.434056100416211
"montoril","quadratic",200,107,0.40664193153989
"pg_apf","quadratic",200,107,0.403161283355676
"sir_laplace","quadratic",200,107,0.394891165308068
"sir_collapsed","quadratic",200,107,0.406686341831593
"stan","quadratic",200,107,0.404357902791327
"montoril","sinusoidal",200,107,0.41065043097337
"pg_apf","sinusoidal",200,107,0.402784876422241
"sir_laplace","sinusoidal",200,107,0.399574860954808
"sir_collapsed","sinusoidal",200,107,0.400567261558964
"stan","sinusoidal",200,107,0.404511583740072
"montoril","constant",400,107,0.64377891628668
"pg_apf","constant",400,107,0.631817768811431
"sir_laplace","constant",400,107,0.631109708200375
"sir_collapsed","constant",400,107,0.626113804233515
"stan","constant",400,107,0.634453503304296
"montoril","linear",400,107,0.357179857979695
"pg_apf","linear",400,107,0.345780770984575
"sir_laplace","linear",400,107,0.345473136888415
"sir_collapsed","linear",400,107,0.345479680411339
"stan","linear",400,107,0.347065103694176
"montoril","quadratic",400,107,0.373118303842997
"pg_apf","quadratic",400,107,0.372996314069466
"sir_laplace","quadratic",400,107,0.365253964908873
"sir_collapsed","quadratic",400,107,0.36455858274493
"stan","quadratic",400,107,0.374139760136054
"montoril","sinusoidal",400,107,0.348286350113174
"pg_apf","sinusoidal",400,107,0.345021119755036
"sir_laplace","sinusoidal",400,107,0.340662308919912
"sir_collapsed","sinusoidal",400,107,0.345224609410318
"stan","sinusoidal",400,107,0.346087189376345
"montoril","constant",800,107,0.627674228782618
"pg_apf","constant",800,107,0.629047047413098
"sir_laplace","constant",800,107,0.622619517889211
"sir_collapsed","constant",800,107,0.624660788353705
"stan","constant",800,107,0.624049741804575
"montoril","linear",800,107,0.371932075806951
"pg_apf","linear",800,107,0.365254528101639
"sir_laplace","linear",800,107,0.367801370092552
"sir_collapsed","linear",800,107,0.368842687574803
"stan","linear",800,107,0.367169456394592
"montoril","quadratic",800,107,0.338925158143044
"pg_apf","quadratic",800,107,0.333671045511183
"sir_laplace","quadratic",800,107,0.335730673290618
"sir_collapsed","quadratic",800,107,0.335370599938882
"stan","quadratic",800,107,0.335477249214607
"montoril","sinusoidal",800,107,0.432282237499293
"pg_apf","sinusoidal",800,107,0.422885093512996
"sir_laplace","sinusoidal",800,107,0.428079291490238
"sir_collapsed","sinusoidal",800,107,0.427204840483084
"stan","sinusoidal",800,107,0.422699450325467
"montoril","constant",1600,107,0.486530601213213
"pg_apf","constant",1600,107,0.488033103046554
"sir_laplace","constant",1600,107,0.486708910443642
"sir_collapsed","constant",1600,107,0.487580187411856
"stan","constant",1600,107,0.485125957164175
"montoril","linear",1600,107,0.320629204406765
"pg_apf","linear",1600,107,0.31260518643125
"sir_laplace","linear",1600,107,0.312949562253938
"sir_collapsed","linear",1600,107,0.315271002238981
"stan","linear",1600,107,0.315633327904092
"montoril","quadratic",1600,107,0.312243837384467
"pg_apf","quadratic",1600,107,0.307754502989978
"sir_laplace","quadratic",1600,107,0.310306808079394
"sir_collapsed","quadratic",1600,107,0.311435300118462
"stan","quadratic",1600,107,0.308934673189631
"montoril","sinusoidal",1600,107,0.329747289029275
"pg_apf","sinusoidal",1600,107,0.328629668879065
"sir_laplace","sinusoidal",1600,107,0.32865308756104
"sir_collapsed","sinusoidal",1600,107,0.330928178778604
"stan","sinusoidal",1600,107,0.329719781421645
"montoril","constant",200,108,0.82683771837215
"pg_apf","constant",200,108,0.832017528283622
"sir_laplace","constant",200,108,0.829541081980023
"sir_collapsed","constant",200,108,0.829290470083728
"stan","constant",200,108,0.831012757412918
"montoril","linear",200,108,0.480254047318189
"pg_apf","linear",200,108,0.476755351971431
"sir_laplace","linear",200,108,0.475540721049566
"sir_collapsed","linear",200,108,0.471948184520507
"stan","linear",200,108,0.475040327746371
"montoril","quadratic",200,108,0.458266078949727
"pg_apf","quadratic",200,108,0.478204405380986
"sir_laplace","quadratic",200,108,0.473457156227518
"sir_collapsed","quadratic",200,108,0.471418115913162
"stan","quadratic",200,108,0.476461202985209
"montoril","sinusoidal",200,108,0.341827569907991
"pg_apf","sinusoidal",200,108,0.340747732025979
"sir_laplace","sinusoidal",200,108,0.337134298811951
"sir_collapsed","sinusoidal",200,108,0.344415504656655
"stan","sinusoidal",200,108,0.343915219093972
"montoril","constant",400,108,0.661132020584939
"pg_apf","constant",400,108,0.658125753569578
"sir_laplace","constant",400,108,0.653810435739236
"sir_collapsed","constant",400,108,0.653919042644761
"stan","constant",400,108,0.653298125054875
"montoril","linear",400,108,0.36507733117662
"pg_apf","linear",400,108,0.367890757572014
"sir_laplace","linear",400,108,0.374272792864124
"sir_collapsed","linear",400,108,0.379016272844027
"stan","linear",400,108,0.371443099641929
"montoril","quadratic",400,108,0.337895234298207
"pg_apf","quadratic",400,108,0.338085386274227
"sir_laplace","quadratic",400,108,0.339002608020035
"sir_collapsed","quadratic",400,108,0.345094518825232
"stan","quadratic",400,108,0.335869322154863
"montoril","sinusoidal",400,108,0.343346813238907
"pg_apf","sinusoidal",400,108,0.345676676110758
"sir_laplace","sinusoidal",400,108,0.347199242022634
"sir_collapsed","sinusoidal",400,108,0.353154756965345
"stan","sinusoidal",400,108,0.344814098087284
"montoril","constant",800,108,0.565277941761882
"pg_apf","constant",800,108,0.56594074716982
"sir_laplace","constant",800,108,0.566207423265608
"sir_collapsed","constant",800,108,0.570334400786104
"stan","constant",800,108,0.563389295867822
"montoril","linear",800,108,0.32825691340024
"pg_apf","linear",800,108,0.324068752436876
"sir_laplace","linear",800,108,0.326957777726773
"sir_collapsed","linear",800,108,0.332086794698702
"stan","linear",800,108,0.327468593251719
"montoril","quadratic",800,108,0.322075936004209
"pg_apf","quadratic",800,108,0.315861113149095
"sir_laplace","quadratic",800,108,0.319452647112112
"sir_collapsed","quadratic",800,108,0.3281691683009
"stan","quadratic",800,108,0.319201903796154
"montoril","sinusoidal",800,108,0.367908145507673
"pg_apf","sinusoidal",800,108,0.356743623521036
"sir_laplace","sinusoidal",800,108,0.363445989957406
"sir_collapsed","sinusoidal",800,108,0.36742120375121
"stan","sinusoidal",800,108,0.364024418026774
"montoril","constant",1600,108,0.432822027368086
"pg_apf","constant",1600,108,0.434403495229327
"sir_laplace","constant",1600,108,0.432671318234014
"sir_collapsed","constant",1600,108,0.43274511847117
"stan","constant",1600,108,0.43385497207508
"montoril","linear",1600,108,0.277697166062534
"pg_apf","linear",1600,108,0.277752101117137
"sir_laplace","linear",1600,108,0.283987270637777
"sir_collapsed","linear",1600,108,0.284893097678929
"stan","linear",1600,108,0.280962497909333
"montoril","quadratic",1600,108,0.290611166397137
"pg_apf","quadratic",1600,108,0.280676536830954
"sir_laplace","quadratic",1600,108,0.283174624288861
"sir_collapsed","quadratic",1600,108,0.288323558054147
"stan","quadratic",1600,108,0.285877062074765
"montoril","sinusoidal",1600,108,0.292783961452367
"pg_apf","sinusoidal",1600,108,0.276569719997603
"sir_laplace","sinusoidal",1600,108,0.278584908169985
"sir_collapsed","sinusoidal",1600,108,0.28038462468028
"stan","sinusoidal",1600,108,0.277263053223747
"montoril","constant",200,109,0.75806614913456
"pg_apf","constant",200,109,0.762083345055641
"sir_laplace","constant",200,109,0.759439880511449
"sir_collapsed","constant",200,109,0.768944894400491
"stan","constant",200,109,0.759123018556657
"montoril","linear",200,109,0.498856524863544
"pg_apf","linear",200,109,0.48261712377954
"sir_laplace","linear",200,109,0.490428687171558
"sir_collapsed","linear",200,109,0.4982510456118
"stan","linear",200,109,0.485552752013689
"montoril","quadratic",200,109,0.446836749876937
"pg_apf","quadratic",200,109,0.426680129344556
"sir_laplace","quadratic",200,109,0.433068498512954
"sir_collapsed","quadratic",200,109,0.438720061995132
"stan","quadratic",200,109,0.434256218453487
"montoril","sinusoidal",200,109,0.457077582197124
"pg_apf","sinusoidal",200,109,0.459993516670604
"sir_laplace","sinusoidal",200,109,0.462498626040797
"sir_collapsed","sinusoidal",200,109,0.470678088917967
"stan","sinusoidal",200,109,0.460343385462505
"montoril","constant",400,109,0.651271758489266
"pg_apf","constant",400,109,0.652039831735496
"sir_laplace","constant",400,109,0.652237288101083
"sir_collapsed","constant",400,109,0.657948386591322
"stan","constant",400,109,0.64736582347112
"montoril","linear",400,109,0.377709052045923
"pg_apf","linear",400,109,0.367629452480065
"sir_laplace","linear",400,109,0.372557633540464
"sir_collapsed","linear",400,109,0.375594444665449
"stan","linear",400,109,0.370074495202296
"montoril","quadratic",400,109,0.393874295178222
"pg_apf","quadratic",400,109,0.36459679647502
"sir_laplace","quadratic",400,109,0.36683659026925
"sir_collapsed","quadratic",400,109,0.370570709731323
"stan","quadratic",400,109,0.370120121530291
"montoril","sinusoidal",400,109,0.388056053369897
"pg_apf","sinusoidal",400,109,0.390108185753972
"sir_laplace","sinusoidal",400,109,0.393971145301165
"sir_collapsed","sinusoidal",400,109,0.399932007809951
"stan","sinusoidal",400,109,0.389030093319959
"montoril","constant",800,109,0.519833007521813
"pg_apf","constant",800,109,0.525937039846832
"sir_laplace","constant",800,109,0.527486064620391
"sir_collapsed","constant",800,109,0.528133203421804
"stan","constant",800,109,0.526108958023983
"montoril","linear",800,109,0.321664994030009
"pg_apf","linear",800,109,0.323875236823394
"sir_laplace","linear",800,109,0.325340150781719
"sir_collapsed","linear",800,109,0.331670258008974
"stan","linear",800,109,0.328150615774136
"montoril","quadratic",800,109,0.331797585838045
"pg_apf","quadratic",800,109,0.324659529630739
"sir_laplace","quadratic",800,109,0.325875189380855
"sir_collapsed","quadratic",800,109,0.330019593240781
"stan","quadratic",800,109,0.330316724855071
"montoril","sinusoidal",800,109,0.355423926248647
"pg_apf","sinusoidal",800,109,0.35140321917264
"sir_laplace","sinusoidal",800,109,0.356228002951824
"sir_collapsed","sinusoidal",800,109,0.358540571402837
"stan","sinusoidal",800,109,0.355104542003378
"montoril","constant",1600,109,0.469798924541053
"pg_apf","constant",1600,109,0.468969846262486
"sir_laplace","constant",1600,109,0.466158477539423
"sir_collapsed","constant",1600,109,0.466303309666222
"stan","constant",1600,109,0.46638679223202
"montoril","linear",1600,109,0.301280728788278
"pg_apf","linear",1600,109,0.293974280122736
"sir_laplace","linear",1600,109,0.294789263444393
"sir_collapsed","linear",1600,109,0.300883719234996
"stan","linear",1600,109,0.296340604225731
"montoril","quadratic",1600,109,0.312859358312514
"pg_apf","quadratic",1600,109,0.299737184715026
"sir_laplace","quadratic",1600,109,0.30493304320767
"sir_collapsed","quadratic",1600,109,0.305639098426901
"stan","quadratic",1600,109,0.300654599984997
"montoril","sinusoidal",1600,109,0.334760610501307
"pg_apf","sinusoidal",1600,109,0.325831273088079
"sir_laplace","sinusoidal",1600,109,0.330842839313047
"sir_collapsed","sinusoidal",1600,109,0.332641031893697
"stan","sinusoidal",1600,109,0.327110451173561
"montoril","constant",200,110,0.835202813948101
"pg_apf","constant",200,110,0.833278237829556
"sir_laplace","constant",200,110,0.838676940779507
"sir_collapsed","constant",200,110,0.832421012887446
"stan","constant",200,110,0.835714405904686
"montoril","linear",200,110,0.483850505468133
"pg_apf","linear",200,110,0.468559667603059
"sir_laplace","linear",200,110,0.470069507070336
"sir_collapsed","linear",200,110,0.470439131944421
"stan","linear",200,110,0.474567128012671
"montoril","quadratic",200,110,0.533846730725473
"pg_apf","quadratic",200,110,0.536882113805935
"sir_laplace","quadratic",200,110,0.53718997348725
"sir_collapsed","quadratic",200,110,0.531796815163242
"stan","quadratic",200,110,0.542661097278751
"montoril","sinusoidal",200,110,0.536900686367026
"pg_apf","sinusoidal",200,110,0.532148964438118
"sir_laplace","sinusoidal",200,110,0.535876232356976
"sir_collapsed","sinusoidal",200,110,0.53485967755478
"stan","sinusoidal",200,110,0.537833438931192
"montoril","constant",400,110,0.722140119892874
"pg_apf","constant",400,110,0.722447764512065
"sir_laplace","constant",400,110,0.71726287637512
"sir_collapsed","constant",400,110,0.714646318567293
"stan","constant",400,110,0.718966499653499
"montoril","linear",400,110,0.445209672229885
"pg_apf","linear",400,110,0.447134385511281
"sir_laplace","linear",400,110,0.449535137172049
"sir_collapsed","linear",400,110,0.452863765953933
"stan","linear",400,110,0.444090034124223
"montoril","quadratic",400,110,0.494383857904028
"pg_apf","quadratic",400,110,0.495752147868012
"sir_laplace","quadratic",400,110,0.498558011031842
"sir_collapsed","quadratic",400,110,0.504995622770944
"stan","quadratic",400,110,0.497993387041003
"montoril","sinusoidal",400,110,0.497239061813018
"pg_apf","sinusoidal",400,110,0.489696723375387
"sir_laplace","sinusoidal",400,110,0.491121865047441
"sir_collapsed","sinusoidal",400,110,0.495710597212248
"stan","sinusoidal",400,110,0.490958520817232
"montoril","constant",800,110,0.513315806206429
"pg_apf","constant",800,110,0.515022320718916
"sir_laplace","constant",800,110,0.512954294326085
"sir_collapsed","constant",800,110,0.509814960197946
"stan","constant",800,110,0.514178198801037
"montoril","linear",800,110,0.362126855501558
"pg_apf","linear",800,110,0.34634560849383
"sir_laplace","linear",800,110,0.345753078551973
"sir_collapsed","linear",800,110,0.346988513937864
"stan","linear",800,110,0.351363934594706
"montoril","quadratic",800,110,0.375392472836092
"pg_apf","quadratic",800,110,0.371235469725393
"sir_laplace","quadratic",800,110,0.3695845139852
"sir_collapsed","quadratic",800,110,0.37112133609329
"stan","quadratic",800,110,0.369156557144006
"montoril","sinusoidal",800,110,0.369443252306839
"pg_apf","sinusoidal",800,110,0.36729251094341
"sir_laplace","sinusoidal",800,110,0.3720471953442
"sir_collapsed","sinusoidal",800,110,0.370945393587048
"stan","sinusoidal",800,110,0.370785305628772
"montoril","constant",1600,110,0.447714618365285
"pg_apf","constant",1600,110,0.450712432046642
"sir_laplace","constant",1600,110,0.450582258574097
"sir_collapsed","constant",1600,110,0.452031011032561
"stan","constant",1600,110,0.449723488100593
"montoril","linear",1600,110,0.313414150627857
"pg_apf","linear",1600,110,0.308864064735091
"sir_laplace","linear",1600,110,0.310863876302272
"sir_collapsed","linear",1600,110,0.313082671130157
"stan","linear",1600,110,0.31012539754674
"montoril","quadratic",1600,110,0.325493008188871
"pg_apf","quadratic",1600,110,0.319780271240629
"sir_laplace","quadratic",1600,110,0.321444073739269
"sir_collapsed","quadratic",1600,110,0.323008658650251
"stan","quadratic",1600,110,0.322685337163019
"montoril","sinusoidal",1600,110,0.349177805300637
"pg_apf","sinusoidal",1600,110,0.334111237073442
"sir_laplace","sinusoidal",1600,110,0.338843375857465
"sir_collapsed","sinusoidal",1600,110,0.338179008154187
"stan","sinusoidal",1600,110,0.338637524455207
"montoril","constant",200,111,0.706687165837082
"pg_apf","constant",200,111,0.70894692959744
"sir_laplace","constant",200,111,0.71253069743058
"sir_collapsed","constant",200,111,0.718812050003503
"stan","constant",200,111,0.705571864045787
"montoril","linear",200,111,0.504110995534494
"pg_apf","linear",200,111,0.520329103661413
"sir_laplace","linear",200,111,0.530771963644573
"sir_collapsed","linear",200,111,0.543705473975354
"stan","linear",200,111,0.520640286152664
"montoril","quadratic",200,111,0.549222084092849
"pg_apf","quadratic",200,111,0.543491022796887
"sir_laplace","quadratic",200,111,0.558551683640592
"sir_collapsed","quadratic",200,111,0.578262369950195
"stan","quadratic",200,111,0.541057037316026
"montoril","sinusoidal",200,111,0.44078607738017
"pg_apf","sinusoidal",200,111,0.458501968112419
"sir_laplace","sinusoidal",200,111,0.466481673743773
"sir_collapsed","sinusoidal",200,111,0.479740414934234
"stan","sinusoidal",200,111,0.463126791690526
"montoril","constant",400,111,0.588999495776936
"pg_apf","constant",400,111,0.58623428228238
"sir_laplace","constant",400,111,0.580488611841713
"sir_collapsed","constant",400,111,0.578648397268244
"stan","constant",400,111,0.583924972383413
"montoril","linear",400,111,0.301524045457126
"pg_apf","linear",400,111,0.312387489715817
"sir_laplace","linear",400,111,0.310255794173968
"sir_collapsed","linear",400,111,0.309010468577789
"stan","linear",400,111,0.315643412874893
"montoril","quadratic",400,111,0.34801854025567
"pg_apf","quadratic",400,111,0.354810708093179
"sir_laplace","quadratic",400,111,0.352791855950511
"sir_collapsed","quadratic",400,111,0.352398577557263
"stan","quadratic",400,111,0.356271664261133
"montoril","sinusoidal",400,111,0.300288048197554
"pg_apf","sinusoidal",400,111,0.292018445231778
"sir_laplace","sinusoidal",400,111,0.291993333465291
"sir_collapsed","sinusoidal",400,111,0.287046722927675
"stan","sinusoidal",400,111,0.29651703505767
"montoril","constant",800,111,0.565316079872212
"pg_apf","constant",800,111,0.564907979627873
"sir_laplace","constant",800,111,0.56404047197573
"sir_collapsed","constant",800,111,0.562901033588947
"stan","constant",800,111,0.565070821599701
"montoril","linear",800,111,0.288420055385383
"pg_apf","linear",800,111,0.282429527127811
"sir_laplace","linear",800,111,0.284992988433018
"sir_collapsed","linear",800,111,0.2913671293207
"stan","linear",800,111,0.284743763948915
"montoril","quadratic",800,111,0.288607174271895
"pg_apf","quadratic",800,111,0.283410059265704
"sir_laplace","quadratic",800,111,0.289338699824493
"sir_collapsed","quadratic",800,111,0.291260181339713
"stan","quadratic",800,111,0.28683085275912
"montoril","sinusoidal",800,111,0.321617536568745
"pg_apf","sinusoidal",800,111,0.319720728024786
"sir_laplace","sinusoidal",800,111,0.325287598800004
"sir_collapsed","sinusoidal",800,111,0.329570536528879
"stan","sinusoidal",800,111,0.321683982694131
"montoril","constant",1600,111,0.488376482887681
"pg_apf","constant",1600,111,0.491394281303941
"sir_laplace","constant",1600,111,0.490980129787588
"sir_collapsed","constant",1600,111,0.494710175336252
"stan","constant",1600,111,0.491835657809454
"montoril","linear",1600,111,0.334234751165654
"pg_apf","linear",1600,111,0.333579730510537
"sir_laplace","linear",1600,111,0.33361479838481
"sir_collapsed","linear",1600,111,0.337703704534174
"stan","linear",1600,111,0.336275180123133
"montoril","quadratic",1600,111,0.334020839453935
"pg_apf","quadratic",1600,111,0.31787278313288
"sir_laplace","quadratic",1600,111,0.323477793022942
"sir_collapsed","quadratic",1600,111,0.324637389943697
"stan","quadratic",1600,111,0.325023981619946
"montoril","sinusoidal",1600,111,0.348651211996151
"pg_apf","sinusoidal",1600,111,0.338206016355575
"sir_laplace","sinusoidal",1600,111,0.343093007444731
"sir_collapsed","sinusoidal",1600,111,0.343501957744867
"stan","sinusoidal",1600,111,0.339814440490952
"montoril","constant",200,112,0.918609659358707
"pg_apf","constant",200,112,0.91977789444239
"sir_laplace","constant",200,112,0.908291515278958
"sir_collapsed","constant",200,112,0.905525804058301
"stan","constant",200,112,0.918920957519477
"montoril","linear",200,112,0.586630763846704
"pg_apf","linear",200,112,0.583901594873322
"sir_laplace","linear",200,112,0.577602533162717
"sir_collapsed","linear",200,112,0.579274302813277
"stan","linear",200,112,0.570776856397229
"montoril","quadratic",200,112,0.57602921207113
"pg_apf","quadratic",200,112,0.581980079786461
"sir_laplace","quadratic",200,112,0.569135148499051
"sir_collapsed","quadratic",200,112,0.578802780909212
"stan","quadratic",200,112,0.571481919408733
"montoril","sinusoidal",200,112,0.498146502532675
"pg_apf","sinusoidal",200,112,0.490354970342671
"sir_laplace","sinusoidal",200,112,0.491239436307203
"sir_collapsed","sinusoidal",200,112,0.49007742909523
"stan","sinusoidal",200,112,0.48913007246227
"montoril","constant",400,112,0.775489412355167
"pg_apf","constant",400,112,0.774467585777431
"sir_laplace","constant",400,112,0.775954743494085
"sir_collapsed","constant",400,112,0.77845478480078
"stan","constant",400,112,0.777373571803458
"montoril","linear",400,112,0.496050086692469
"pg_apf","linear",400,112,0.480736879912858
"sir_laplace","linear",400,112,0.483842003634565
"sir_collapsed","linear",400,112,0.492327842435163
