"method","f","Tt","replica","rmse_lambda1"
"sir_laplace","sinusoidal",800,146,0.386999929059613
"sir_collapsed","sinusoidal",800,146,0.389968894353967
"stan","sinusoidal",800,146,0.384211022492041
"montoril","constant",1600,146,0.415837473757424
"pg_apf","constant",1600,146,0.417502649249129
"sir_laplace","constant",1600,146,0.41750839203561
"sir_collapsed","constant",1600,146,0.418133849663557
"stan","constant",1600,146,0.416497722942596
"montoril","linear",1600,146,0.315727037380565
"pg_apf","linear",1600,146,0.301476888887633
"sir_laplace","linear",1600,146,0.305271699760715
"sir_collapsed","linear",1600,146,0.310056373937105
"stan","linear",1600,146,0.303496507383407
"montoril","quadratic",1600,146,0.299261210067325
"pg_apf","quadratic",1600,146,0.289928916462152
"sir_laplace","quadratic",1600,146,0.2935619813763
"sir_collapsed","quadratic",1600,146,0.299060221391602
"stan","quadratic",1600,146,0.293899829762938
"montoril","sinusoidal",1600,146,0.298455521375674
"pg_apf","sinusoidal",1600,146,0.289870534690179
"sir_laplace","sinusoidal",1600,146,0.293244260942827
"sir_collapsed","sinusoidal",1600,146,0.297243990484761
"stan","sinusoidal",1600,146,0.291084069634679
"montoril","constant",200,147,0.683022798287497
"pg_apf","constant",200,147,0.680176861300252
"sir_laplace","constant",200,147,0.684978907732612
"sir_collapsed","constant",200,147,0.690856824128
"stan","constant",200,147,0.682777584996641
"montoril","linear",200,147,0.418921026461337
"pg_apf","linear",200,147,0.416376214350921
"sir_laplace","linear",200,147,0.422397608061571
"sir_collapsed","linear",200,147,0.432276863129066
"stan","linear",200,147,0.414748708855372
"montoril","quadratic",200,147,0.430674755863038
"pg_apf","quadratic",200,147,0.431230792721055
"sir_laplace","quadratic",200,147,0.440219492288086
"sir_collapsed","quadratic",200,147,0.451366210084807
"stan","quadratic",200,147,0.430666655205893
"montoril","sinusoidal",200,147,0.414409392021567
"pg_apf","sinusoidal",200,147,0.402272327572364
"sir_laplace","sinusoidal",200,147,0.411275484481099
"sir_collapsed","sinusoidal",200,147,0.422123225705043
"stan","sinusoidal",200,147,0.407896193754801
"montoril","constant",400,147,0.625258867331588
"pg_apf","constant",400,147,0.627133627562656
"sir_laplace","constant",400,147,0.630111915504434
"sir_collapsed","constant",400,147,0.627688449243222
"stan","constant",400,147,0.628790210372494
"montoril","linear",400,147,0.416101459451026
"pg_apf","linear",400,147,0.405917804313513
"sir_laplace","linear",400,147,0.405279236866003
"sir_collapsed","linear",400,147,0.410186127752893
"stan","linear",400,147,0.408707757081384
"montoril","quadratic",400,147,0.39125050748354
"pg_apf","quadratic",400,147,0.404018602872264
"sir_laplace","quadratic",400,147,0.400353945739931
"sir_collapsed","quadratic",400,147,0.403854780554512
"stan","quadratic",400,147,0.402733543180283
"montoril","sinusoidal",400,147,0.403518566393003
"pg_apf","sinusoidal",400,147,0.412404067476618
"sir_laplace","sinusoidal",400,147,0.421632847447084
"sir_collapsed","sinusoidal",400,147,0.425951169356079
"stan","sinusoidal",400,147,0.419015166087973
"montoril","constant",800,147,0.583710582335105
"pg_apf","constant",800,147,0.589917845435994
"sir_laplace","constant",800,147,0.587483497603553
"sir_collapsed","constant",800,147,0.58602491460862
"stan","constant",800,147,0.587597411146925
"montoril","linear",800,147,0.372359297523021
"pg_apf","linear",800,147,0.362361065125616
"sir_laplace","linear",800,147,0.363590456996731
"sir_collapsed","linear",800,147,0.36719599958911
"stan","linear",800,147,0.364257256097794
"montoril","quadratic",800,147,0.339185502676677
"pg_apf","quadratic",800,147,0.344288759793494
"sir_laplace","quadratic",800,147,0.344781868632951
"sir_collapsed","quadratic",800,147,0.34867366491503
"stan","quadratic",800,147,0.346971051003439
"montoril","sinusoidal",800,147,0.38253668938075
"pg_apf","sinusoidal",800,147,0.369569966067504
"sir_laplace","sinusoidal",800,147,0.372481009246548
"sir_collapsed","sinusoidal",800,147,0.37977162118361
"stan","sinusoidal",800,147,0.37215754989291
"montoril","constant",1600,147,0.429158948216118
"pg_apf","constant",1600,147,0.428025498778297
"sir_laplace","constant",1600,147,0.426363007748298
"sir_collapsed","constant",1600,147,0.42451285191348
"stan","constant",1600,147,0.428438479913507
"montoril","linear",1600,147,0.284756234545217
"pg_apf","linear",1600,147,0.27681982950427
"sir_laplace","linear",1600,147,0.278655282510999
"sir_collapsed","linear",1600,147,0.276565987926602
"stan","linear",1600,147,0.280008374979834
"montoril","quadratic",1600,147,0.294312349952888
"pg_apf","quadratic",1600,147,0.288771752993349
"sir_laplace","quadratic",1600,147,0.290964661247653
"sir_collapsed","quadratic",1600,147,0.292464561512638
"stan","quadratic",1600,147,0.293609623090006
"montoril","sinusoidal",1600,147,0.317408801366288
"pg_apf","sinusoidal",1600,147,0.316452747742274
"sir_laplace","sinusoidal",1600,147,0.321301934647384
"sir_collapsed","sinusoidal",1600,147,0.318081879268171
"stan","sinusoidal",1600,147,0.318154976402084
"montoril","constant",200,148,0.777020392361992
"pg_apf","constant",200,148,0.774753921761573
"sir_laplace","constant",200,148,0.773906615863782
"sir_collapsed","constant",200,148,0.766725621757879
"stan","constant",200,148,0.778031846357137
"montoril","linear",200,148,0.359668969014377
"pg_apf","linear",200,148,0.348300041028005
"sir_laplace","linear",200,148,0.344859754449628
"sir_collapsed","linear",200,148,0.342681338797884
"stan","linear",200,148,0.349994613902796
"montoril","quadratic",200,148,0.388998221565898
"pg_apf","quadratic",200,148,0.393553853408757
"sir_laplace","quadratic",200,148,0.389514471884464
"sir_collapsed","quadratic",200,148,0.380811535052636
"stan","quadratic",200,148,0.392878356311928
"montoril","sinusoidal",200,148,0.318980932409531
"pg_apf","sinusoidal",200,148,0.304261802381072
"sir_laplace","sinusoidal",200,148,0.301838227363124
"sir_collapsed","sinusoidal",200,148,0.302056283262705
"stan","sinusoidal",200,148,0.30595051517086
"montoril","constant",400,148,0.756339046679919
"pg_apf","constant",400,148,0.764467672487054
"sir_laplace","constant",400,148,0.760700223570513
"sir_collapsed","constant",400,148,0.762142513257278
"stan","constant",400,148,0.759936109471912
"montoril","linear",400,148,0.370172715117696
"pg_apf","linear",400,148,0.377493880041521
"sir_laplace","linear",400,148,0.380136032424113
"sir_collapsed","linear",400,148,0.388927910897312
"stan","linear",400,148,0.378097149228205
"montoril","quadratic",400,148,0.371000290434821
"pg_apf","quadratic",400,148,0.364953740168632
"sir_laplace","quadratic",400,148,0.370304954538497
"sir_collapsed","quadratic",400,148,0.379925967153814
"stan","quadratic",400,148,0.368998155961106
"montoril","sinusoidal",400,148,0.42998971786071
"pg_apf","sinusoidal",400,148,0.434261966749597
"sir_laplace","sinusoidal",400,148,0.437835760930061
"sir_collapsed","sinusoidal",400,148,0.44738877648329
"stan","sinusoidal",400,148,0.436712340465876
"montoril","constant",800,148,0.459120192621503
"pg_apf","constant",800,148,0.46130663980804
"sir_laplace","constant",800,148,0.462753885677038
"sir_collapsed","constant",800,148,0.460073769510286
"stan","constant",800,148,0.463678553019886
"montoril","linear",800,148,0.300812026424083
"pg_apf","linear",800,148,0.287507115468386
"sir_laplace","linear",800,148,0.286999814761824
"sir_collapsed","linear",800,148,0.288693390330698
"stan","linear",800,148,0.288405738677188
"montoril","quadratic",800,148,0.296161117529503
"pg_apf","quadratic",800,148,0.290148436864093
"sir_laplace","quadratic",800,148,0.291897916163056
"sir_collapsed","quadratic",800,148,0.294535000905512
"stan","quadratic",800,148,0.295974896874272
"montoril","sinusoidal",800,148,0.264188856324895
"pg_apf","sinusoidal",800,148,0.263434037361537
"sir_laplace","sinusoidal",800,148,0.263455268200981
"sir_collapsed","sinusoidal",800,148,0.262500880951003
"stan","sinusoidal",800,148,0.266547611292931
"montoril","constant",1600,148,0.462785628014552
"pg_apf","constant",1600,148,0.465904966992732
"sir_laplace","constant",1600,148,0.466960683208615
"sir_collapsed","constant",1600,148,0.468309901820063
"stan","constant",1600,148,0.467866182099759
"montoril","linear",1600,148,0.332807889465093
"pg_apf","linear",1600,148,0.317536327429869
"sir_laplace","linear",1600,148,0.322657388593676
"sir_collapsed","linear",1600,148,0.326312149657902
"stan","linear",1600,148,0.320839024840124
"montoril","quadratic",1600,148,0.304261819502358
"pg_apf","quadratic",1600,148,0.289294593226688
"sir_laplace","quadratic",1600,148,0.294820255339139
"sir_collapsed","quadratic",1600,148,0.298958672376361
"stan","quadratic",1600,148,0.29155004159054
"montoril","sinusoidal",1600,148,0.334973352785013
"pg_apf","sinusoidal",1600,148,0.331943216956192
"sir_laplace","sinusoidal",1600,148,0.336125197104793
"sir_collapsed","sinusoidal",1600,148,0.338176147290169
"stan","sinusoidal",1600,148,0.334312949772834
"montoril","constant",200,149,0.808040305846125
"pg_apf","constant",200,149,0.813871619732743
"sir_laplace","constant",200,149,0.815363493535128
"sir_collapsed","constant",200,149,0.814859347147665
"stan","constant",200,149,0.812142661995571
"montoril","linear",200,149,0.509286166704081
"pg_apf","linear",200,149,0.509865659915443
"sir_laplace","linear",200,149,0.508710547104005
"sir_collapsed","linear",200,149,0.509934714845273
"stan","linear",200,149,0.507843075822579
"montoril","quadratic",200,149,0.458112438759295
"pg_apf","quadratic",200,149,0.468372827462275
"sir_laplace","quadratic",200,149,0.465705951996807
"sir_collapsed","quadratic",200,149,0.469860231461146
"stan","quadratic",200,149,0.462807648372982
"montoril","sinusoidal",200,149,0.340035455061378
"pg_apf","sinusoidal",200,149,0.334601271487204
"sir_laplace","sinusoidal",200,149,0.343056050620371
"sir_collapsed","sinusoidal",200,149,0.346637006060535
"stan","sinusoidal",200,149,0.338238679383226
"montoril","constant",400,149,0.736911861601821
"pg_apf","constant",400,149,0.73982365583285
"sir_laplace","constant",400,149,0.735339387791793
"sir_collapsed","constant",400,149,0.73272319780559
"stan","constant",400,149,0.740937022503094
"montoril","linear",400,149,0.470050698739216
"pg_apf","linear",400,149,0.464946177576268
"sir_laplace","linear",400,149,0.468308373927924
"sir_collapsed","linear",400,149,0.468118679728414
"stan","linear",400,149,0.467886958702186
"montoril","quadratic",400,149,0.468696773239013
"pg_apf","quadratic",400,149,0.460906046585512
"sir_laplace","quadratic",400,149,0.463544507087868
"sir_collapsed","quadratic",400,149,0.465930910181023
"stan","quadratic",400,149,0.462809499620658
"montoril","sinusoidal",400,149,0.529221562299104
"pg_apf","sinusoidal",400,149,0.527235551836879
"sir_laplace","sinusoidal",400,149,0.529912545161942
"sir_collapsed","sinusoidal",400,149,0.527932105806744
"stan","sinusoidal",400,149,0.529668860904467
"montoril","constant",800,149,0.597249778703297
"pg_apf","constant",800,149,0.589792140495317
"sir_laplace","constant",800,149,0.594037387430143
"sir_collapsed","constant",800,149,0.598456298928256
"stan","constant",800,149,0.589249835982579
"montoril","linear",800,149,0.398840111145418
"pg_apf","linear",800,149,0.392809929642756
"sir_laplace","linear",800,149,0.395992356604214
"sir_collapsed","linear",800,149,0.405479170906843
"stan","linear",800,149,0.398142773658073
"montoril","quadratic",800,149,0.368562458206696
"pg_apf","quadratic",800,149,0.371381492355117
"sir_laplace","quadratic",800,149,0.375160393041693
"sir_collapsed","quadratic",800,149,0.380436378694529
"stan","quadratic",800,149,0.372148900200651
"montoril","sinusoidal",800,149,0.42548010377494
"pg_apf","sinusoidal",800,149,0.408066504593077
"sir_laplace","sinusoidal",800,149,0.412227213044082
"sir_collapsed","sinusoidal",800,149,0.419904484842162
"stan","sinusoidal",800,149,0.413043999606172
"montoril","constant",1600,149,0.469020703178349
"pg_apf","constant",1600,149,0.470585565964556
"sir_laplace","constant",1600,149,0.473647123673451
"sir_collapsed","constant",1600,149,0.47649340598895
"stan","constant",1600,149,0.474036858110368
"montoril","linear",1600,149,0.319930602783761
"pg_apf","linear",1600,149,0.311556057348033
"sir_laplace","linear",1600,149,0.312755556811718
"sir_collapsed","linear",1600,149,0.317897376066905
"stan","linear",1600,149,0.312039526681353
"montoril","quadratic",1600,149,0.303356085780514
"pg_apf","quadratic",1600,149,0.305095311007549
"sir_laplace","quadratic",1600,149,0.31048678695466
"sir_collapsed","quadratic",1600,149,0.314091674972996
"stan","quadratic",1600,149,0.308810259645948
"montoril","sinusoidal",1600,149,0.318955174793398
"pg_apf","sinusoidal",1600,149,0.319465790793882
"sir_laplace","sinusoidal",1600,149,0.322895303065594
"sir_collapsed","sinusoidal",1600,149,0.327336382483099
"stan","sinusoidal",1600,149,0.324398438475542
"montoril","constant",200,150,0.854725622521717
"pg_apf","constant",200,150,0.850615352826022
"sir_laplace","constant",200,150,0.845463269824092
"sir_collapsed","constant",200,150,0.844710422033678
"stan","constant",200,150,0.857222546525799
"montoril","linear",200,150,0.424073748649519
"pg_apf","linear",200,150,0.408780557123089
"sir_laplace","linear",200,150,0.409850823125514
"sir_collapsed","linear",200,150,0.406574161292502
"stan","linear",200,150,0.412641282030653
"montoril","quadratic",200,150,0.489181453605907
"pg_apf","quadratic",200,150,0.479901335816742
"sir_laplace","quadratic",200,150,0.477372000692882
"sir_collapsed","quadratic",200,150,0.470776758970078
"stan","quadratic",200,150,0.483667389516458
"montoril","sinusoidal",200,150,0.438461113226417
"pg_apf","sinusoidal",200,150,0.431648533745793
"sir_laplace","sinusoidal",200,150,0.426572132523309
"sir_collapsed","sinusoidal",200,150,0.42506387360908
"stan","sinusoidal",200,150,0.432951537822553
"montoril","constant",400,150,0.651050766405622
"pg_apf","constant",400,150,0.646605306737981
"sir_laplace","constant",400,150,0.644826342573454
"sir_collapsed","constant",400,150,0.640909378496837
"stan","constant",400,150,0.651770704625008
"montoril","linear",400,150,0.400243356288663
"pg_apf","linear",400,150,0.395583677454206
"sir_laplace","linear",400,150,0.396179865183245
"sir_collapsed","linear",400,150,0.398649697261554
"stan","linear",400,150,0.397268911232939
"montoril","quadratic",400,150,0.4012519735026
"pg_apf","quadratic",400,150,0.393256638960005
"sir_laplace","quadratic",400,150,0.390884385858671
"sir_collapsed","quadratic",400,150,0.39569040230757
"stan","quadratic",400,150,0.395059932901893
"montoril","sinusoidal",400,150,0.437706126894042
"pg_apf","sinusoidal",400,150,0.428559424865503
"sir_laplace","sinusoidal",400,150,0.426661123740046
"sir_collapsed","sinusoidal",400,150,0.429145577102063
"stan","sinusoidal",400,150,0.42829907160587
"montoril","constant",800,150,0.551301987576927
"pg_apf","constant",800,150,0.54614943976436
"sir_laplace","constant",800,150,0.550021128998437
"sir_collapsed","constant",800,150,0.549238682744799
"stan","constant",800,150,0.549799528932565
"montoril","linear",800,150,0.366470099405492
"pg_apf","linear",800,150,0.353247351559538
"sir_laplace","linear",800,150,0.355141124972749
"sir_collapsed","linear",800,150,0.358472220294471
"stan","linear",800,150,0.359233114103722
"montoril","quadratic",800,150,0.382699644002088
"pg_apf","quadratic",800,150,0.369913345395106
"sir_laplace","quadratic",800,150,0.373670363143424
"sir_collapsed","quadratic",800,150,0.375194759755793
"stan","quadratic",800,150,0.374361377072196
"montoril","sinusoidal",800,150,0.388510640585493
"pg_apf","sinusoidal",800,150,0.377036863628238
"sir_laplace","sinusoidal",800,150,0.378950488243286
"sir_collapsed","sinusoidal",800,150,0.381279555848333
"stan","sinusoidal",800,150,0.381126195731513
"montoril","constant",1600,150,0.441887230641501
